ENSG,baseMean,log2FoldChange,lfcSE,pvalue,padj,symbol,absLFC,ENSG_base
ENSG00000172602.11,1073.040236,1.43159851,0.369940937,2.39e-5,1.11702e-4,RND1,1.43159851,ENSG00000172602
ENSG00000175920.18,333.6875858,1.758221044,0.466718687,2.39e-5,1.11906e-4,DOK7,1.758221044,ENSG00000175920
ENSG00000122025.15,392.5201943,1.662445721,0.438813056,2.4e-5,1.12194e-4,FLT3,1.662445721,ENSG00000122025
ENSG00000151224.13,130.5249333,1.880012334,0.503085698,2.4e-5,1.12319e-4,MAT1A,1.880012334,ENSG00000151224
ENSG00000267174.5,16.52862641,1.106824499,0.278498726,2.42e-5,1.12979e-4,AC011472.2,1.106824499,ENSG00000267174
ENSG00000171017.11,64.4541715,1.089630384,0.273911775,2.44e-5,1.13769e-4,LRRC8E,1.089630384,ENSG00000171017
ENSG00000188501.11,9.854627396,2.50978296,0.238918727,2.44e-5,1.139e-4,LCTL,2.50978296,ENSG00000188501
ENSG00000234337.4,6.641269286,1.290675305,0.331879554,2.47e-5,1.15319e-4,AC026462.1,1.290675305,ENSG00000234337
ENSG00000173653.8,1046.852641,1.045112957,0.146462721,2.49e-5,1.16037e-4,RCE1,1.045112957,ENSG00000173653
ENSG00000130287.14,9.958792021,5.934811849,0.612515715,2.52e-5,1.17341e-4,NCAN,5.934811849,ENSG00000130287
ENSG00000154478.4,93.81189744,2.585470334,0.721208299,2.56e-5,1.18855e-4,GPR26,2.585470334,ENSG00000154478
ENSG00000173227.14,2958.368437,1.465709038,0.380275726,2.57e-5,1.19449e-4,SYT12,1.465709038,ENSG00000173227
ENSG00000155961.5,188.2498261,1.575160335,0.414797118,2.59e-5,1.20353e-4,RAB39B,1.575160335,ENSG00000155961
ENSG00000120436.4,14.3086316,1.241649657,0.317263334,2.6e-5,1.20464e-4,GPR31,1.241649657,ENSG00000120436
ENSG00000137648.19,203.2236049,2.275137004,0.626397396,2.6e-5,1.20626e-4,TMPRSS4,2.275137004,ENSG00000137648
ENSG00000249332.2,3.205949896,7.091337866,1.249566721,2.6e-5,1.20752e-4,LINC02149,7.091337866,ENSG00000249332
ENSG00000256955.2,3.14716386,2.371005917,0.653074702,2.61e-5,1.2076e-4,AC131009.2,2.371005917,ENSG00000256955
ENSG00000268686.2,84.70677615,1.570865997,0.413947388,2.63e-5,1.21628e-4,AC010643.1,1.570865997,ENSG00000268686
ENSG00000243069.8,89.57548492,1.215175124,0.310238507,2.63e-5,1.21647e-4,ARHGEF26-AS1,1.215175124,ENSG00000243069
ENSG00000263527.1,1.35410446,2.329056183,0.657470795,2.63e-5,1.21764e-4,MIR4526,2.329056183,ENSG00000263527
ENSG00000260589.1,12.8289708,1.09004879,0.275199975,2.64e-5,1.2202e-4,STAM-AS1,1.09004879,ENSG00000260589
ENSG00000221716.1,13.01188556,1.073135658,0.271718151,2.68e-5,1.2405e-4,SNORA11,1.073135658,ENSG00000221716
ENSG00000169085.13,8.551462306,1.68518181,0.446155231,2.69e-5,1.2426e-4,VXN,1.68518181,ENSG00000169085
ENSG00000268510.1,1.836777184,2.610170296,0.75162715,2.69e-5,1.24334e-4,IFNL3P1,2.610170296,ENSG00000268510
ENSG00000271830.1,3.476217299,3.339918147,0.950192903,2.72e-5,1.25452e-4,AC012213.4,3.339918147,ENSG00000271830
ENSG00000265178.1,4.290871419,2.596585463,0.728707324,2.73e-5,1.26125e-4,MIR4728,2.596585463,ENSG00000265178
ENSG00000255050.1,3.73181601,1.64292281,0.432958966,2.74e-5,1.26499e-4,AC067930.4,1.64292281,ENSG00000255050
ENSG00000144191.12,41.05884832,1.95897016,0.531718031,2.75e-5,1.26624e-4,CNGA3,1.95897016,ENSG00000144191
ENSG00000124126.14,9911.029637,1.101294388,0.276917855,2.75e-5,1.26624e-4,PREX1,1.101294388,ENSG00000124126
ENSG00000286948.1,4.811876488,1.480185702,0.387457491,2.75e-5,1.2676e-4,AP000867.5,1.480185702,ENSG00000286948
ENSG00000267366.1,9.86046972,1.215603414,0.312063576,2.77e-5,1.27385e-4,AP005131.2,1.215603414,ENSG00000267366
ENSG00000230417.12,17.54076688,1.472804051,0.386837685,2.77e-5,1.27797e-4,LINC00595,1.472804051,ENSG00000230417
ENSG00000116544.12,36.04447493,1.186143588,0.30343039,2.78e-5,1.27997e-4,DLGAP3,1.186143588,ENSG00000116544
ENSG00000151033.10,2.108741514,4.97686389,0.736461926,2.78e-5,1.28175e-4,LYZL2,4.97686389,ENSG00000151033
ENSG00000204514.10,1201.620678,1.011575685,0.254613059,2.8e-5,1.28737e-4,ZNF814,1.011575685,ENSG00000204514
ENSG00000265296.1,6.42810639,1.737634052,0.465314619,2.82e-5,1.29962e-4,FEM1AP2,1.737634052,ENSG00000265296
ENSG00000283525.1,3.515124888,1.625917558,0.428423495,2.89e-5,1.32947e-4,AC005622.1,1.625917558,ENSG00000283525
ENSG00000249176.1,1.523558907,2.94045285,0.82816682,2.93e-5,1.34583e-4,AC027801.3,2.94045285,ENSG00000249176
ENSG00000232600.3,7.01432314,1.16852619,0.300511768,2.93e-5,1.34583e-4,TONSL-AS1,1.16852619,ENSG00000232600
ENSG00000262585.1,8.977074749,1.422691023,0.374569748,2.95e-5,1.35358e-4,LINC01979,1.422691023,ENSG00000262585
ENSG00000282381.1,1.040365028,3.25222737,0.895035907,2.95e-5,1.35449e-4,AC104073.4,3.25222737,ENSG00000282381
ENSG00000140443.15,13307.47251,2.471037227,0.272050506,2.96e-5,1.35872e-4,IGF1R,2.471037227,ENSG00000140443
ENSG00000231519.1,4.896998917,1.188297779,0.303509298,2.98e-5,1.36333e-4,AC007285.1,1.188297779,ENSG00000231519
ENSG00000122136.14,38.40839255,2.025073905,0.555568412,3.02e-5,1.38062e-4,OBP2A,2.025073905,ENSG00000122136
ENSG00000230832.3,5.018766091,1.605371539,0.426433857,3.02e-5,1.38181e-4,SSBL4P,1.605371539,ENSG00000230832
ENSG00000164265.9,13.56399101,1.97638488,0.539562246,3.03e-5,1.38855e-4,SCGB3A2,1.97638488,ENSG00000164265
ENSG00000168062.10,378.7631207,1.269431002,0.329263209,3.08e-5,1.40496e-4,BATF2,1.269431002,ENSG00000168062
ENSG00000100314.4,8.466677086,1.075867796,0.276941236,3.09e-5,1.40955e-4,CABP7,1.075867796,ENSG00000100314
ENSG00000163207.7,13.93597158,2.657409221,0.755097955,3.14e-5,1.43203e-4,IVL,2.657409221,ENSG00000163207
ENSG00000002726.21,51.16259246,2.687397978,0.428804317,3.15e-5,1.43808e-4,AOC1,2.687397978,ENSG00000002726
ENSG00000270919.1,1.49325032,2.47518519,0.684972612,3.18e-5,1.44869e-4,AC108451.2,2.47518519,ENSG00000270919
ENSG00000272512.1,101.4497056,1.316388092,0.343902419,3.18e-5,1.44969e-4,AL645608.7,1.316388092,ENSG00000272512
ENSG00000269139.2,1.690966788,2.322616135,0.671489795,3.2e-5,1.45713e-4,AC010336.5,2.322616135,ENSG00000269139
ENSG00000167117.10,2.71581509,2.295175029,0.638601128,3.25e-5,1.48043e-4,ANKRD40CL,2.295175029,ENSG00000167117
ENSG00000261045.2,1.535782017,3.042349917,0.878415467,3.29e-5,1.49577e-4,LINC02129,3.042349917,ENSG00000261045
ENSG00000260777.1,2.471915966,1.93875927,0.527195476,3.3e-5,1.50097e-4,AC061975.1,1.93875927,ENSG00000260777
ENSG00000150687.12,12622.94772,1.07040888,0.270291139,3.32e-5,1.50845e-4,PRSS23,1.07040888,ENSG00000150687
ENSG00000234896.1,7.868157619,1.982928511,0.541729413,3.34e-5,1.51522e-4,OR7E62P,1.982928511,ENSG00000234896
ENSG00000170819.5,16.04737813,1.65854692,0.447015073,3.36e-5,1.52605e-4,BFSP2,1.65854692,ENSG00000170819
ENSG00000215333.3,2.062250693,1.686542532,0.451190879,3.39e-5,1.53558e-4,KRT18P23,1.686542532,ENSG00000215333
ENSG00000076826.10,1823.163303,1.154547764,0.298169984,3.4e-5,1.54176e-4,CAMSAP3,1.154547764,ENSG00000076826
ENSG00000105989.10,581.3992513,1.269858894,0.332483965,3.46e-5,1.56595e-4,WNT2,1.269858894,ENSG00000105989
ENSG00000187808.5,37.84392255,1.111490147,0.286359981,3.49e-5,1.57675e-4,SOWAHD,1.111490147,ENSG00000187808
ENSG00000215414.4,10.56769372,1.061985204,0.273204041,3.5e-5,1.58139e-4,PSMA6P1,1.061985204,ENSG00000215414
ENSG00000176387.7,635.3425179,1.076830948,0.275817902,3.5e-5,1.58208e-4,HSD11B2,1.076830948,ENSG00000176387
ENSG00000230601.7,2.367165867,1.937640323,0.525194545,3.51e-5,1.58363e-4,TEX48,1.937640323,ENSG00000230601
ENSG00000231324.1,8.811686942,2.670746111,0.784651115,3.52e-5,1.58919e-4,AP000696.1,2.670746111,ENSG00000231324
ENSG00000136944.19,3243.009106,1.042404091,0.266307832,3.58e-5,1.61419e-4,LMX1B,1.042404091,ENSG00000136944
ENSG00000259529.2,9.6630250620000009,1.104935128,0.28465451,3.6e-5,1.6232e-4,AL136295.5,1.104935128,ENSG00000259529
ENSG00000134326.11,818.2340155,1.145605028,0.297202413,3.66e-5,1.64567e-4,CMPK2,1.145605028,ENSG00000134326
ENSG00000148798.11,22.72419052,2.302664731,0.650722408,3.66e-5,1.64659e-4,INA,2.302664731,ENSG00000148798
ENSG00000278463.2,1.452478219,2.492950515,0.706069215,3.69e-5,1.65916e-4,H2AC4,2.492950515,ENSG00000278463
ENSG00000267248.3,41.55750766,1.205767404,0.314544884,3.7e-5,1.66204e-4,AC025048.2,1.205767404,ENSG00000267248
ENSG00000233087.7,10.86797338,1.274621405,0.335709694,3.7e-5,1.6645e-4,RAB6D,1.274621405,ENSG00000233087
ENSG00000109758.9,11.45804648,1.475463977,0.395355814,3.74e-5,1.6786e-4,HGFAC,1.475463977,ENSG00000109758
ENSG00000261804.2,44.65113443,1.419317134,0.378119545,3.78e-5,1.69472e-4,AC007342.4,1.419317134,ENSG00000261804
ENSG00000213140.3,1.766929161,3.248353867,0.946248617,3.81e-5,1.70469e-4,ELK2AP,3.248353867,ENSG00000213140
ENSG00000273604.2,461.232235,1.197027588,0.312362563,3.81e-5,1.70782e-4,EPOP,1.197027588,ENSG00000273604
ENSG00000149972.11,18.11205379,2.545228996,0.730782979,3.82e-5,1.71008e-4,CNTN5,2.545228996,ENSG00000149972
ENSG00000286011.1,9.647352998,1.54502272,0.416325498,3.83e-5,1.71279e-4,AC062037.3,1.54502272,ENSG00000286011
ENSG00000140623.14,3.55258781,2.083094747,0.580675035,3.87e-5,1.72883e-4,SEPTIN12,2.083094747,ENSG00000140623
ENSG00000213028.3,2.867114533,1.481395438,0.396356836,3.92e-5,1.749e-4,AL354983.1,1.481395438,ENSG00000213028
ENSG00000204983.14,12.17791042,2.564431921,0.735452228,3.94e-5,1.76e-4,PRSS1,2.564431921,ENSG00000204983
ENSG00000287826.1,340.6111842,3.502458034,0.619936387,3.95e-5,1.76342e-4,AC090994.1,3.502458034,ENSG00000287826
ENSG00000243273.1,1.590259657,2.880125034,0.829242721,3.97e-5,1.77281e-4,AC020636.1,2.880125034,ENSG00000243273
ENSG00000215165.3,1.704882387,2.286064864,0.642442134,3.97e-5,1.77281e-4,TCEA1P3,2.286064864,ENSG00000215165
ENSG00000068615.19,948.4218286,1.065224244,0.275901655,4.01e-5,1.78675e-4,REEP1,1.065224244,ENSG00000068615
ENSG00000171798.18,230.771196,2.060245621,0.578295859,4.03e-5,1.79613e-4,KNDC1,2.060245621,ENSG00000171798
ENSG00000182798.10,19.9767062,1.776680724,0.489694543,4.05e-5,1.80258e-4,MAGEB17,1.776680724,ENSG00000182798
ENSG00000238250.1,2.514213528,2.036384295,0.567325131,4.08e-5,1.81508e-4,ST6GAL2-IT1,2.036384295,ENSG00000238250
ENSG00000185133.14,1672.986915,1.165279604,0.305030173,4.1e-5,1.82242e-4,INPP5J,1.165279604,ENSG00000185133
ENSG00000220378.3,10.99901686,1.850486406,0.512486121,4.12e-5,1.83208e-4,KRT8P42,1.850486406,ENSG00000220378
ENSG00000149403.13,110.1648808,1.324159352,0.352751764,4.21e-5,1.86943e-4,GRIK4,1.324159352,ENSG00000149403
ENSG00000158714.11,158.154176,1.28718875,0.341451958,4.22e-5,1.87318e-4,SLAMF8,1.28718875,ENSG00000158714
ENSG00000225506.2,11.15960627,1.077497783,0.27943923,4.26e-5,1.88911e-4,CYP4A22-AS1,1.077497783,ENSG00000225506
ENSG00000249064.1,3.565871418,1.317669565,0.350756175,4.4e-5,1.95051e-4,KRT18P25,1.317669565,ENSG00000249064
ENSG00000230836.1,8.356622994,3.795240501,0.555228755,4.44e-5,1.96578e-4,LINC01293,3.795240501,ENSG00000230836
ENSG00000225742.6,58.63687532,1.577190538,0.430810986,4.45e-5,1.96899e-4,LINC02036,1.577190538,ENSG00000225742
ENSG00000143369.15,4726.35856,1.352365004,0.3620728,4.46e-5,1.97363e-4,ECM1,1.352365004,ENSG00000143369
ENSG00000270813.2,3.899161033,1.191190486,0.31455064,4.47e-5,1.97585e-4,NANOGNBP3,1.191190486,ENSG00000270813
ENSG00000152213.4,179.9573575,1.026160679,0.266317537,4.47e-5,1.97636e-4,ARL11,1.026160679,ENSG00000152213
ENSG00000277775.2,4.067277422,2.315017202,0.662499893,4.48e-5,1.98024e-4,H3C7,2.315017202,ENSG00000277775
ENSG00000280099.1,302.9927984,1.010250089,0.261862741,4.63e-5,2.03922e-4,AL603750.1,1.010250089,ENSG00000280099
ENSG00000082196.21,859.0271617,1.282158496,0.341496727,4.64e-5,2.04541e-4,C1QTNF3,1.282158496,ENSG00000082196
ENSG00000124256.15,195.2515233,1.479463473,0.402196908,4.65e-5,2.04819e-4,ZBP1,1.479463473,ENSG00000124256
ENSG00000271377.1,1.416357216,2.23063441,0.630093242,4.67e-5,2.05543e-4,IFITM3P8,2.23063441,ENSG00000271377
ENSG00000165548.11,1045.528588,1.306145891,0.349348469,4.75e-5,2.08872e-4,TMEM63C,1.306145891,ENSG00000165548
ENSG00000225647.2,1.633530773,2.316904291,0.662838517,4.77e-5,2.09718e-4,AC005487.1,2.316904291,ENSG00000225647
ENSG00000134986.14,231.2891557,1.005562755,0.262430646,4.79e-5,2.10729e-4,NREP,1.005562755,ENSG00000134986
ENSG00000259666.3,5.716130244,2.417351717,0.707110867,4.79e-5,2.10815e-4,LINGO1-AS1,2.417351717,ENSG00000259666
ENSG00000203756.8,4.661741825,1.548815591,0.423051825,4.87e-5,2.14083e-4,TMEM244,1.548815591,ENSG00000203756
ENSG00000163568.15,88.90251311,1.465359169,0.400031008,5e-5,2.19299e-4,AIM2,1.465359169,ENSG00000163568
ENSG00000237978.6,25.15592015,2.01199184,0.573431433,5.03e-5,2.20296e-4,KCNMB2-AS1,2.01199184,ENSG00000237978
ENSG00000226284.1,7.6583893,1.203796748,0.320186937,5.06e-5,2.21657e-4,ARPC3P1,1.203796748,ENSG00000226284
ENSG00000254997.4,13.96416401,1.337866227,0.36036557,5.14e-5,2.24893e-4,KRTAP5-9,1.337866227,ENSG00000254997
ENSG00000226957.1,5.392077874,1.280942858,0.345626363,5.2e-5,2.27423e-4,AL358075.1,1.280942858,ENSG00000226957
ENSG00000160200.18,22.40987599,1.558140693,0.429711146,5.21e-5,2.27684e-4,CBS,1.558140693,ENSG00000160200
ENSG00000261732.1,11.06990032,1.021478148,0.267970408,5.25e-5,2.291e-4,AL031708.1,1.021478148,ENSG00000261732
ENSG00000196118.12,14.74282578,1.176081768,0.314253415,5.26e-5,2.29514e-4,CCDC189,1.176081768,ENSG00000196118
ENSG00000167034.10,1080.306292,1.422205791,0.387536514,5.28e-5,2.30308e-4,NKX3-1,1.422205791,ENSG00000167034
ENSG00000158486.13,50.21669399,1.650600971,0.46003833,5.28e-5,2.30433e-4,DNAH3,1.650600971,ENSG00000158486
ENSG00000172771.12,160.3655747,1.157556074,0.308412146,5.3e-5,2.31177e-4,EFCAB12,1.157556074,ENSG00000172771
ENSG00000243967.4,3.176689424,3.443972559,0.985878071,5.31e-5,2.3168e-4,NBPF5P,3.443972559,ENSG00000243967
ENSG00000198088.10,119.5161499,1.020357428,0.267601614,5.32e-5,2.31878e-4,NUP62CL,1.020357428,ENSG00000198088
ENSG00000251538.7,2.401134203,2.061536063,0.587345251,5.36e-5,2.33237e-4,LINC02201,2.061536063,ENSG00000251538
ENSG00000131044.17,63.25952965,1.139670811,0.303175713,5.4e-5,2.35025e-4,TTLL9,1.139670811,ENSG00000131044
ENSG00000105877.18,98.0795367,1.670213126,0.466670459,5.44e-5,2.36498e-4,DNAH11,1.670213126,ENSG00000105877
ENSG00000213060.4,1.922355775,1.671106063,0.461807768,5.44e-5,2.36609e-4,AL031864.1,1.671106063,ENSG00000213060
ENSG00000284648.1,11.86069176,1.99525035,0.57061172,5.48e-5,2.38078e-4,AC097493.3,1.99525035,ENSG00000284648
ENSG00000180438.15,41.57022427,1.518454897,0.419017228,5.49e-5,2.38438e-4,TPRXL,1.518454897,ENSG00000180438
ENSG00000265750.1,23.11587403,1.005270816,0.263734177,5.51e-5,2.39081e-4,AC090772.3,1.005270816,ENSG00000265750
ENSG00000287322.1,5.65719636,1.271984168,0.342578311,5.51e-5,2.39374e-4,AC068189.2,1.271984168,ENSG00000287322
ENSG00000197444.10,43.64651038,1.676009678,0.469525625,5.59e-5,2.4271e-4,OGDHL,1.676009678,ENSG00000197444
ENSG00000159212.13,2886.56774,1.61257715,0.448300949,5.62e-5,2.43775e-4,CLIC6,1.61257715,ENSG00000159212
ENSG00000214145.7,15.96242612,1.120435161,0.297977849,5.63e-5,2.44342e-4,LINC00887,1.120435161,ENSG00000214145
ENSG00000158428.4,14.97349197,1.686086609,0.474046039,5.64e-5,2.44448e-4,CATIP,1.686086609,ENSG00000158428
ENSG00000280055.2,5.944375596,1.444829636,0.39868008,5.86e-5,2.53569e-4,TMEM75,1.444829636,ENSG00000280055
ENSG00000261241.7,15.09180286,2.23947652,0.656324692,5.9e-5,2.55152e-4,LINC02128,2.23947652,ENSG00000261241
ENSG00000185294.7,3.037604709,2.367296887,0.688769624,5.91e-5,2.55457e-4,SPPL2C,2.367296887,ENSG00000185294
ENSG00000234965.2,7.724788155,2.030049378,0.588341538,5.92e-5,2.55873e-4,SHISA8,2.030049378,ENSG00000234965
ENSG00000231431.7,28.18924323,2.757760742,0.829362211,5.93e-5,2.56458e-4,FAR2P4,2.757760742,ENSG00000231431
ENSG00000211821.2,5.649469958,1.942367278,0.557062768,5.94e-5,2.56471e-4,TRDV2,1.942367278,ENSG00000211821
ENSG00000143452.16,16.66223415,3.428717473,0.530668418,5.97e-5,2.57878e-4,HORMAD1,3.428717473,ENSG00000143452
ENSG00000285649.1,2.445958047,1.362912484,0.374961322,5.99e-5,2.58546e-4,AL357079.2,1.362912484,ENSG00000285649
ENSG00000132000.13,552.0503557,1.048412676,0.277564906,6.02e-5,2.59578e-4,PODNL1,1.048412676,ENSG00000132000
ENSG00000116035.4,99.60339579,1.01260695,0.267938125,6.05e-5,2.60692e-4,VAX2,1.01260695,ENSG00000116035
ENSG00000186910.4,618.2008094,1.894925866,0.542432781,6.05e-5,2.60695e-4,SERPINA11,1.894925866,ENSG00000186910
ENSG00000244067.3,10.78747178,2.396815567,0.709956015,6.06e-5,2.61291e-4,GSTA2,2.396815567,ENSG00000244067
ENSG00000183598.4,4.388778556,1.614083128,0.455810086,6.11e-5,2.62954e-4,H3C13,1.614083128,ENSG00000183598
ENSG00000006377.11,17.83372982,2.993984985,0.56274281,6.14e-5,2.64373e-4,DLX6,2.993984985,ENSG00000006377
ENSG00000273472.1,225.4014672,1.104034927,0.294762902,6.15e-5,2.64612e-4,AC096733.2,1.104034927,ENSG00000273472
ENSG00000271969.1,3.449015218,1.603809313,0.450525378,6.17e-5,2.65444e-4,U47924.1,1.603809313,ENSG00000271969
ENSG00000263105.1,11.82067999,1.027418241,0.2726289,6.19e-5,2.66147e-4,AC009171.2,1.027418241,ENSG00000263105
ENSG00000214814.7,15.62415856,1.742271513,0.495765072,6.31e-5,2.70823e-4,FER1L6,1.742271513,ENSG00000214814
ENSG00000269421.1,5.291887562,1.1837427170000001,0.317827562,6.39e-5,2.73961e-4,AC011503.3,1.1837427170000001,ENSG00000269421
ENSG00000119411.11,2637.547906,1.091110165,0.290912824,6.41e-5,2.74669e-4,BSPRY,1.091110165,ENSG00000119411
ENSG00000287258.1,17.26807661,1.790871992,0.511213042,6.41e-5,2.74758e-4,AL512283.2,1.790871992,ENSG00000287258
ENSG00000268658.5,29.31650113,1.042653875,0.277594729,6.41e-5,2.74894e-4,LINC00664,1.042653875,ENSG00000268658
ENSG00000143355.16,6.894137168,2.564770555,0.774062616,6.55e-5,2.80549e-4,LHX9,2.564770555,ENSG00000143355
ENSG00000283453.2,5.192494338,1.860702244,0.532937898,6.56e-5,2.80748e-4,AC244258.1,1.860702244,ENSG00000283453
ENSG00000188001.10,2563.486572,1.524420321,0.424656254,6.61e-5,2.8271e-4,TPRG1,1.524420321,ENSG00000188001
ENSG00000272205.1,7.119375872,1.143072775,0.309589029,6.64e-5,2.83692e-4,AL451050.2,1.143072775,ENSG00000272205
ENSG00000118137.10,8.156388109,1.470834718,0.413902402,6.65e-5,2.84136e-4,APOA1,1.470834718,ENSG00000118137
ENSG00000073605.18,1215.035038,1.359394274,0.37377884,6.73e-5,2.87143e-4,GSDMB,1.359394274,ENSG00000073605
ENSG00000187726.9,11.3654405,1.301735669,0.359501282,6.75e-5,2.87934e-4,DNAJB13,1.301735669,ENSG00000187726
ENSG00000143375.15,4188.692959,1.191259555,0.32234283,6.79e-5,2.89465e-4,CGN,1.191259555,ENSG00000143375
ENSG00000235052.1,6.124572509,1.726024696,0.492740103,6.82e-5,2.90889e-4,AL021154.1,1.726024696,ENSG00000235052
ENSG00000228184.1,3.745114639,3.068539469,0.94022318,6.85e-5,2.9189e-4,SNX19P1,3.068539469,ENSG00000228184
ENSG00000274270.1,12.01973113,1.037336262,0.279937652,6.88e-5,2.92781e-4,AL137060.3,1.037336262,ENSG00000274270
ENSG00000155367.15,298.3705046,1.360926854,0.376922739,6.88e-5,2.92932e-4,PPM1J,1.360926854,ENSG00000155367
ENSG00000241003.1,2.322120636,1.925728615,0.562188175,6.88e-5,2.92977e-4,AC108860.1,1.925728615,ENSG00000241003
ENSG00000184058.14,386.8464364,1.135352297,0.307121666,6.89e-5,2.93206e-4,TBX1,1.135352297,ENSG00000184058
ENSG00000174576.10,15.39461003,1.745241036,0.366496578,6.97e-5,2.96527e-4,NPAS4,1.745241036,ENSG00000174576
ENSG00000104833.12,25.65499665,1.809884937,0.523314685,6.98e-5,2.96915e-4,TUBB4A,1.809884937,ENSG00000104833
ENSG00000233273.1,1.041035481,2.451092109,0.755621646,7e-5,2.97665e-4,AMMECR1LP1,2.451092109,ENSG00000233273
ENSG00000128886.12,8.667517439,1.234084399,0.338140479,7.04e-5,2.99336e-4,ELL3,1.234084399,ENSG00000128886
ENSG00000268747.1,4.144258351,1.844164095,0.528926671,7.08e-5,3.00652e-4,AC022432.1,1.844164095,ENSG00000268747
ENSG00000235649.2,100.3132674,1.347530052,0.37326175,7.1e-5,3.01294e-4,MXRA5Y,1.347530052,ENSG00000235649
ENSG00000184925.12,72.28010599,1.2367956,0.338641554,7.12e-5,3.02081e-4,LCN12,1.2367956,ENSG00000184925
ENSG00000234667.2,4.261392835,2.425274164,0.731782511,7.15e-5,3.0331e-4,ACTBP13,2.425274164,ENSG00000234667
ENSG00000253746.1,8.897086078,1.339737987,0.372707357,7.17e-5,3.04023e-4,AC091182.2,1.339737987,ENSG00000253746
ENSG00000233750.3,2.607132782,1.61087818,0.456929926,7.22e-5,3.05825e-4,CICP27,1.61087818,ENSG00000233750
ENSG00000274038.1,4.877646012,1.344095659,0.373754533,7.22e-5,3.05825e-4,AC007014.2,1.344095659,ENSG00000274038
ENSG00000055118.16,94.02916866,1.081076864,0.291546282,7.29e-5,3.08511e-4,KCNH2,1.081076864,ENSG00000055118
ENSG00000267506.5,8.145402148,1.55811009,0.255948593,7.34e-5,3.10529e-4,AC021683.2,1.55811009,ENSG00000267506
ENSG00000181847.12,267.1920292,1.35725066,0.377945215,7.53e-5,3.17925e-4,TIGIT,1.35725066,ENSG00000181847
ENSG00000142273.13,698.7419224,1.240677418,0.341125067,7.53e-5,3.17926e-4,CBLC,1.240677418,ENSG00000142273
ENSG00000270276.2,2.267956134,2.01655336,0.586494218,7.64e-5,3.22217e-4,H4C15,2.01655336,ENSG00000270276
ENSG00000257434.1,32.97286913,3.164177222,0.993718687,7.7e-5,3.2459e-4,AC073525.1,3.164177222,ENSG00000257434
ENSG00000128383.13,55.2702756,2.771502882,0.420601807,7.7e-5,3.24594e-4,APOBEC3A,2.771502882,ENSG00000128383
ENSG00000287688.1,6.547579179,1.16756735,0.317205209,7.73e-5,3.25737e-4,AC011317.1,1.16756735,ENSG00000287688
ENSG00000265728.1,5.792717679,1.846821405,0.544171111,7.76e-5,3.26901e-4,AP001099.1,1.846821405,ENSG00000265728
ENSG00000205022.9,3.475420916,2.309235421,0.699650123,7.78e-5,3.27601e-4,PABPN1L,2.309235421,ENSG00000205022
ENSG00000187268.12,2.91249495,2.658209828,0.456804039,7.84e-5,3.29826e-4,FAM9C,2.658209828,ENSG00000187268
ENSG00000225544.1,5.045700424,1.950871525,0.573813484,7.97e-5,3.34902e-4,AC245452.1,1.950871525,ENSG00000225544
ENSG00000287016.1,12.62453689,1.07908893,0.292372022,8.01e-5,3.3626e-4,AC010996.1,1.07908893,ENSG00000287016
ENSG00000167183.3,2088.861687,1.24129373,0.341741621,8.02e-5,3.36654e-4,PRR15L,1.24129373,ENSG00000167183
ENSG00000261136.1,33.57043824,1.228391241,0.338638603,8.02e-5,3.36834e-4,AC023908.3,1.228391241,ENSG00000261136
ENSG00000119922.10,1980.056097,1.093885761,0.297042501,8.19e-5,3.43186e-4,IFIT2,1.093885761,ENSG00000119922
ENSG00000228278.5,17.10281555,1.839121645,0.538903809,8.2e-5,3.43554e-4,ORM2,1.839121645,ENSG00000228278
ENSG00000151025.11,85.216509,1.729876888,0.502011221,8.26e-5,3.45851e-4,GPR158,1.729876888,ENSG00000151025
ENSG00000287431.1,58.50691057,1.053265201,0.286275393,8.26e-5,3.46146e-4,AC027601.5,1.053265201,ENSG00000287431
ENSG00000257191.1,2.499852631,2.74864026,0.858715085,8.48e-5,3.54244e-4,AC090709.1,2.74864026,ENSG00000257191
ENSG00000267260.2,13.84714363,1.463720808,0.414043247,8.51e-5,3.55706e-4,AC020928.1,1.463720808,ENSG00000267260
